784 1164
744 745
321 322
546 547
689 690
230 258
518 519
287 315
639 667
251 252
259 287
167 168
106 107
495 523
455 456
318 319
476 504
600 628
181 182
11 39
755 756
269 297
776 777
593 621
214 215
124 152
702 730
708 736
38 39
398 399
4 5
494 522
532 560
580 608
134 162
292 320
43 44
639 640
522 550
235 236
493 494
716 717
223 224
406 407
172 200
225 253
712 740
750 778
697 698
547 575
243 244
81 82
555 583
565 566
642 643
539 567
724 752
696 697
499 500
549 550
472 500
187 188
350 378
603 631
722 723
398 426
558 559
308 336
289 317
440 441
484 512
671 699
64 92
117 145
577 578
488 516
307 335
566 594
52 80
452 480
511 539
582 610
163 164
738 766
424 425
125 153
463 491
722 750
210 238
436 437
54 55
171 172
768 769
200 201
156 157
407 435
723 751
658 659
562 590
212 213
186 214
484 485
454 455
217 218
235 263
256 257
123 151
199 227
183 211
281 309
185 213
176 177
207 235
241 242
319 320
137 138
9 10
106 134
545 573
457 485
80 81
595 623
288 316
777 778
465 493
765 766
4 32
719 747
519 547
417 418
510 538
250 278
160 188
337 338
370 398
79 107
157 185
380 408
233 261
401 429
638 639
633 661
406 434
276 277
33 61
658 686
260 288
615 643
434 435
646 647
267 295
507 508
366 367
368 396
185 186
694 722
371 399
324 325
73 101
379 380
512 513
773 774
662 690
6 34
173 174
655 683
405 406
474 475
27 28
657 685
611 612
77 78
95 123
301 329
141 142
48 76
115 143
107 135
327 328
284 285
372 373
296 324
676 704
306 307
677 678
388 416
665 666
702 703
517 545
363 364
375 403
122 150
39 67
483 484
601 629
127 155
170 171
378 406
714 715
397 425
39 40
306 334
560 588
617 618
564 592
462 463
633 634
76 104
219 220
362 363
469 497
610 611
348 349
742 743
450 451
163 191
343 371
46 47
31 32
288 289
227 228
343 344
435 463
740 768
356 357
216 217
489 490
166 194
91 119
506 534
676 677
167 195
460 461
236 264
681 682
266 267
116 117
466 494
770 771
85 86
648 649
149 150
687 688
565 593
225 226
457 458
40 41
737 765
439 440
594 622
684 685
656 684
754 782
600 601
640 641
438 466
494 495
649 650
97 98
283 311
359 387
390 391
716 744
680 708
114 115
669 697
310 311
84 112
14 15
673 674
659 687
381 382
336 364
473 501
257 258
720 721
736 764
302 303
547 548
331 332
366 394
347 348
553 554
96 97
170 198
255 283
596 597
215 216
132 160
7 8
735 736
651 679
117 118
66 94
181 209
254 255
598 599
699 700
443 471
357 358
413 414
589 590
110 138
58 59
299 300
423 424
321 349
159 187
97 125
546 574
423 451
18 46
711 712
576 577
414 415
352 380
664 665
730 731
264 265
218 219
520 521
253 281
429 457
178 179
735 763
393 394
430 458
16 44
745 773
696 724
672 700
682 710
292 293
268 269
263 291
751 752
191 219
