12769 19064
9210 9323
9874 9875
5686 5687
11124 11125
11418 11419
8987 8988
11938 12051
4385 4498
12097 12210
9224 9225
7177 7178
7988 7989
7328 7329
6548 6661
805 918
1070 1183
7068 7181
168 281
6859 6972
7438 7439
5487 5600
8900 9013
2164 2165
2478 2591
1447 1448
5695 5696
1778 1779
8532 8533
971 972
1998 1999
2328 2441
4301 4414
4709 4822
672 673
2697 2810
4480 4481
1029 1142
9333 9334
10018 10131
9893 9894
7710 7711
10845 10846
3785 3898
4720 4833
6650 6763
6354 6467
12459 12572
9009 9010
6405 6518
4408 4409
4849 4962
968 969
4888 5001
8155 8268
677 678
1914 1915
5893 6006
3152 3265
10111 10112
12231 12232
7535 7648
11934 12047
1265 1378
12117 12230
11891 12004
7473 7586
729 730
8837 8950
3146 3259
11570 11683
3740 3741
316 429
5970 5971
9258 9371
1522 1523
4951 5064
11232 11345
7105 7106
9541 9542
11945 12058
3603 3716
3257 3370
11512 11625
7687 7688
11091 11204
890 891
4378 4491
6442 6443
4986 4987
212 325
11654 11655
2608 2721
11034 11147
8279 8280
315 316
6354 6355
1710 1711
7026 7027
618 731
11858 11971
709 822
6138 6251
11716 11829
5044 5157
6907 7020
3576 3577
4426 4539
7334 7447
458 571
3362 3475
1198 1311
5915 5916
3139 3252
2812 2813
2794 2907
23 24
6239 6240
2155 2156
3994 4107
2703 2704
361 362
9343 9456
6223 6224
4014 4127
11808 11809
2634 2635
5272 5273
5982 6095
11811 11812
12128 12241
1507 1620
11721 11834
11459 11572
942 943
2883 2884
8079 8192
4948 4949
9599 9712
10448 10449
3948 3949
488 601
2218 2331
8398 8399
1787 1788
7196 7197
11716 11717
10260 10261
2063 2176
6688 6801
6282 6283
1417 1418
11949 12062
8821 8822
5391 5392
9165 9166
10160 10273
5843 5844
10173 10286
7855 7856
10389 10502
10775 10776
5881 5882
11422 11535
11976 11977
340 341
8460 8573
5624 5737
318 319
1014 1127
8074 8075
8426 8539
645 758
2240 2241
2059 2172
9503 9504
1102 1103
5237 5238
10776 10777
6224 6337
4608 4609
2025 2138
11451 11564
8876 8877
11541 11654
5382 5495
10394 10507
1282 1283
3427 3540
1958 1959
6096 6209
10144 10257
2745 2858
5291 5404
6976 6977
1742 1743
10084 10197
2112 2113
7148 7261
2389 2502
6617 6618
10924 10925
1083 1084
9500 9501
5159 5160
9977 9978
12279 12280
12184 12297
1907 2020
8296 8409
6198 6199
11160 11273
7318 7431
4050 4051
6968 6969
6106 6219
10804 10805
9448 9561
713 826
92 205
11114 11227
9345 9458
177 290
12325 12438
10154 10267
5405 5406
375 376
12232 12233
11515 11628
9467 9580
9789 9790
1410 1411
12518 12519
7950 8063
5653 5766
12274 12275
7012 7013
2176 2289
11970 11971
3924 3925
9539 9652
9020 9021
12105 12106
10004 10117
7574 7575
354 467
10141 10254
7788 7789
12038 12151
9552 9553
91 204
9439 9552
3862 3863
12375 12488
2651 2764
5673 5674
8085 8198
2424 2425
3548 3661
8357 8470
3720 3833
11712 11713
4471 4584
8459 8460
11609 11722
8817 8818
1615 1728
10101 10214
5638 5639
3077 3078
2703 2816
6783 6896
1849 1850
11083 11084
2613 2614
6911 6912
10024 10025
8320 8433
4686 4799
3604 3717
6960 7073
11763 11876
1359 1360
5837 5838
3280 3393
9566 9679
