400 594
339 340
214 234
79 99
276 296
4 5
257 258
333 353
112 113
211 212
81 82
30 50
264 265
303 323
325 345
230 250
149 150
185 186
390 391
101 121
187 207
199 200
297 298
179 180
154 155
351 371
273 274
233 253
317 318
257 277
356 376
332 333
255 256
269 289
376 396
314 334
372 373
292 312
351 352
270 290
175 176
247 248
33 53
7 27
208 209
160 180
207 208
81 101
294 295
130 150
21 22
337 357
100 120
120 140
28 48
165 166
105 106
75 76
62 63
125 126
58 59
90 91
32 52
20 40
225 226
223 243
142 143
171 172
151 171
345 365
16 36
371 372
309 329
76 96
85 105
107 108
239 259
267 287
173 174
47 67
32 33
77 97
177 178
190 210
344 364
221 222
78 98
159 160
201 221
288 308
107 127
45 46
214 215
364 365
1 21
317 337
347 348
126 146
242 262
69 89
142 162
71 72
13 33
87 107
88 89
67 87
189 209
357 377
385 386
358 359
110 111
60 80
163 164
208 228
209 210
159 179
21 41
11 31
242 243
339 359
162 163
165 185
305 306
329 349
218 219
131 151
190 191
135 155
176 177
73 74
282 283
154 174
191 211
290 310
35 36
232 252
111 131
66 86
324 325
271 291
164 184
138 139
75 95
246 247
157 158
129 130
116 117
261 281
322 323
380 400
316 336
105 125
149 169
244 264
270 271
306 307
92 112
251 271
216 236
362 363
129 149
68 88
293 294
6 7
284 285
86 106
66 67
344 345
348 368
230 231
172 173
169 189
302 303
89 90
10 30
372 392
215 235
280 300
217 237
241 242
299 300
253 254
361 381
158 159
103 123
12 32
83 84
330 331
291 311
6 26
185 205
357 358
175 195
72 92
8 9
216 217
368 369
146 166
398 399
31 32
108 109
289 290
30 31
251 252
300 320
96 97
166 186
27 28
3 23
239 240
331 351
243 263
303 304
278 298
340 360
127 147
212 213
268 288
42 62
27 47
101 102
292 293
155 156
349 369
193 213
288 289
373 374
162 182
41 61
125 145
183 184
65 66
363 364
76 77
202 222
359 379
218 238
249 269
298 318
57 58
87 88
168 188
115 135
359 360
168 169
240 260
113 114
181 182
369 370
346 366
286 287
186 187
219 239
276 277
263 283
98 118
305 325
254 274
378 379
45 65
209 229
40 60
227 228
296 316
281 282
356 357
399 400
231 251
33 34
177 197
19 39
392 393
140 160
41 42
118 138
233 234
167 187
171 191
82 102
232 233
298 299
15 35
61 62
84 104
161 181
157 177
289 309
70 71
215 216
373 393
244 245
370 371
197 198
194 195
74 94
143 163
121 122
362 382
114 115
343 344
265 285
391 392
297 317
137 157
261 262
69 70
235 255
285 286
97 117
275 295
59 60
166 167
172 192
52 72
321 341
353 373
188 208
132 133
226 227
50 51
92 93
304 305
2 22
307 327
118 119
315 335
167 168
274 294
388 389
203 223
329 330
156 157
291 292
122 142
375 395
18 38
88 108
379 399
269 270
102 122
151 152
381 382
304 324
65 85
283 303
123 124
145 146
250 270
229 230
145 165
117 118
26 27
250 251
259 279
207 227
272 273
38 58
324 344
12 13
155 175
355 356
93 113
14 34
203 204
260 280
302 322
237 257
17 37
194 214
137 138
268 269
249 250
241 261
39 40
279 299
1 2
178 198
196 216
51 71
333 334
131 132
378 398
187 188
331 332
64 65
321 322
94 95
95 115
334 354
358 378
97 98
283 284
377 378
102 103
290 291
109 129
73 93
347 367
147 148
133 153
284 304
15 16
210 230
38 39
382 383
245 265
386 387
136 156
225 245
295 315
252 253
103 104
94 114
301 302
363 383
43 44
44 64
285 305
114 134
82 83
7 8
312 313
111 112
238 258
91 92
248 249
42 43
336 356
117 137
188 189
234 254
342 362
77 78
308 328
141 161
375 376
112 132
199 219
262 282
31 51
318 319
319 320
71 91
293 313
228 248
134 135
29 30
51 52
198 218
310 311
219 220
336 337
84 85
275 276
148 149
326 327
52 53
205 225
54 74
23 24
348 349
273 293
338 339
396 397
327 328
49 69
229 249
224 225
89 109
374 375
271 272
53 73
132 152
54 55
253 273
16 17
170 171
330 350
163 183
79 80
123 143
11 12
258 278
256 276
210 211
308 309
376 377
144 145
341 342
4 24
55 75
258 259
341 361
315 316
265 266
176 196
67 68
37 57
360 380
197 217
178 179
183 203
223 224
150 170
144 164
201 202
389 390
108 128
367 387
99 119
181 201
366 367
334 335
182 183
361 362
256 257
147 167
395 396
237 238
10 11
61 81
34 35
354 374
56 76
156 176
365 385
106 107
161 162
349 350
345 346
254 255
46 47
70 90
350 351
323 324
184 185
226 246
5 6
141 142
326 346
266 267
224 244
80 100
192 212
220 240
367 368
374 394
379 380
198 199
35 55
180 200
99 100
217 218
313 314
311 312
174 194
243 244
44 45
338 358
277 297
26 46
47 48
14 15
110 130
48 68
192 193
48 49
287 307
36 56
53 54
235 236
179 199
282 302
342 343
323 343
116 136
50 70
78 79
9 29
368 388
316 317
365 366
377 397
9 10
25 45
213 233
39 59
366 386
206 226
146 147
255 275
124 144
364 384
204 205
126 127
