100 138
15 16
45 46
57 67
31 32
33 34
67 68
52 53
40 50
90 100
9 10
58 59
88 89
77 87
83 84
76 77
20 30
92 93
26 27
30 40
2 12
73 74
44 45
50 60
53 54
1 2
65 75
64 65
46 56
88 98
58 68
21 22
51 52
59 60
82 83
6 7
47 57
66 76
60 70
36 46
61 62
94 95
21 31
96 97
78 88
47 48
89 90
42 43
4 14
24 34
4 5
5 6
38 48
9 19
71 81
23 24
61 71
97 98
29 39
22 32
8 9
43 53
78 79
12 22
64 74
71 72
14 24
84 85
27 28
82 92
46 47
55 65
87 88
89 99
81 91
57 58
80 90
69 70
79 89
70 80
3 13
59 69
39 40
10 20
17 27
62 72
41 42
6 16
76 86
54 55
84 94
7 8
27 37
52 62
41 51
11 21
31 41
29 30
34 35
37 47
51 61
66 67
32 33
16 17
91 92
63 73
42 52
35 36
48 49
12 13
7 17
49 59
16 26
1 11
75 85
75 76
99 100
62 63
11 12
43 44
25 35
77 78
45 55
35 45
79 80
83 93
26 36
86 96
87 97
19 29
54 64
65 66
13 23
14 15
38 39
85 95
48 58
8 18
81 82
